,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3766,6.91332E+17,Sonder The Opal | Three-Bedroom Apartment,435105119,Sonder (Chicago),Not Available,Near North Side,41.89435,-87.62933,Entire home/apt,199,1,155,2/23/2025,4.95,46,301,58
3767,6.91834E+17,"Blueground | S Loop, gym & pool, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8635073,-87.6237509,Entire home/apt,151,32,2,3/22/2024,0.09,597,1,1
3768,6.91839E+17,"Canaryville & Chill, 10 min from Downtown & Beach",82313567,Denisha,Not Available,New City,41.81361,-87.64306,Entire home/apt,114,2,59,12/1/2024,1.92,2,338,21
3769,6.92044E+17,Beautiful 1 Bedroom with view,232012343,Joslyn,Not Available,Douglas,41.83901,-87.6156,Entire home/apt,196,32,15,2/5/2023,0.48,1,365,0
3770,6.9206E+17,Cozy Studio Apt with In-Unit Laundry and Wi-Fi!,473517586,Jamie,Not Available,Uptown,41.96151,-87.65193,Entire home/apt,69,1,110,2/16/2025,3.55,7,160,40
3771,6.92076E+17,Charming Private Room #2 in Chrysler Chicago,468880306,Wanxiu,Not Available,Clearing,41.7753629,-87.7500599,Private room,0,32,8,5/31/2024,0.26,1,0,1
3772,6.92231E+17,"CUTE, PRIVATE & QUITE STUDIO 1BD/1BA Wicker Park!!",474739307,Maria R,Not Available,West Town,41.904613,-87.6669937,Entire home/apt,106,1,82,2/17/2025,2.69,1,1,32
3773,6.92728E+17,Downtown Apartment w/ Pool & Balcony +Free Parking,411431142,Kee,Not Available,Loop,41.87254,-87.62586,Entire home/apt,213,32,0,Not Available,Not Available,1,364,0
3774,6.92813E+17,River North High Rise w/Amazing Views and Parking,169297663,William,Not Available,Near North Side,41.8951123,-87.6266389,Entire home/apt,189,32,6,2/3/2025,0.21,21,1,1
3775,6.936E+17,Lovely 2-bedroom apartment in Pilsen,329953971,Martha,Not Available,Lower West Side,41.85351,-87.6832,Entire home/apt,123,2,101,1/6/2025,3.47,1,282,48
3776,6.94724E+17,"Blueground | S Loop, gym & pool, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8635073,-87.6237509,Entire home/apt,144,32,0,Not Available,Not Available,597,336,0
3777,6.94726E+17,"Blueground | Loop, lounge, gym & roof, nr L",107434423,Blueground,Not Available,Loop,41.8771094,-87.6338518,Entire home/apt,145,32,0,Not Available,Not Available,597,231,0
3778,6.95102E+17,OLD TOWN GARDEN GETAWAY,212313279,Nicole And Matt,Not Available,Near North Side,41.90835,-87.63401,Entire home/apt,164,2,114,1/5/2025,3.68,18,0,43
3779,6.95325E+17,"Blueground | S. Loop, gym & spa, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8670646,-87.6231114,Entire home/apt,159,32,1,4/10/2023,0.04,597,317,0
3780,6.95478E+17,Brand new 3 BDRM - 4miles  frm U. Cntr FREE Garage,143617165,Alma L.,Not Available,Austin,41.87867585,-87.74796752,Entire home/apt,117,1,33,3/2/2025,1.48,2,285,14
3781,6.95653E+17,"NorthSide Chicago duplex 5-BD,2King size-free park",198730505,Paul,Not Available,Albany Park,41.96784,-87.70556,Entire home/apt,300,2,142,3/3/2025,4.73,3,235,52
3782,6.9596E+17,Tropical Private Queen room with private bathroom,220328753,Nathaly,Not Available,Near West Side,41.86516,-87.65575,Private room,78,2,33,3/6/2025,1.11,4,1,14
3783,6.96504E+17,Bright Junior 1 Bed in the heart of River North,396270947,Jennifer,Not Available,Near North Side,41.89642,-87.63368,Entire home/apt,0,32,3,7/30/2024,0.1,38,346,1
3784,6.96927E+17,"The Eclipse - Luxury Highrise w/ City Views, Gym",441260321,World Class,Not Available,Near North Side,41.88975627,-87.61728134,Entire home/apt,144,60,4,2/5/2024,0.13,7,209,0
3785,6.96938E+17,"The Perla® - Luxury Highrise w/ City Views, Gym",441260321,World Class,Not Available,Near North Side,41.88892,-87.61886,Entire home/apt,189,60,4,1/18/2025,0.14,7,208,1
3786,6.97074E+17,Amazing 1Br 1Ba Great Location Awesome Views +Pool,391945218,Matt,Not Available,Near West Side,41.88097,-87.64565,Entire home/apt,0,32,0,Not Available,Not Available,55,89,0
3787,6.97426E+17,Old Town/Lincoln Park Luxury Home Garage & Rooftop,732200,Florin,Not Available,Near North Side,41.90963,-87.64044,Entire home/apt,443,2,120,2/26/2025,4.01,5,273,47
3788,6.97828E+17,"All new 2BR in Pilsen, laundry incl",25561251,Chicago Home Stays,Not Available,Lower West Side,41.8474879,-87.682753,Entire home/apt,97,32,3,8/1/2023,0.1,12,70,0
3789,6.97861E+17,2-Bedroom w/ Kitchen & Laundry,164729489,Karina,Not Available,Mckinley Park,41.83129,-87.67288,Entire home/apt,0,1,45,12/26/2024,1.57,1,305,20
3790,6.97907E+17,Cute Flat Over The Garden With Patio,2768314,Jason,Not Available,West Town,41.900179,-87.6822752,Entire home/apt,92,32,5,1/2/2025,0.19,3,58,2
3791,6.9792E+17,M-Convenient apartment in Lakeview,170551048,Lyn,Not Available,Lake View,41.9551526,-87.6694809,Entire home/apt,67,32,3,5/2/2024,0.1,22,281,1
3792,6.99167E+17,Bright & Spacious 4BR Home in Heart of Logan Sq!,25505766,Danielle,Not Available,Logan Square,41.93028,-87.6994,Entire home/apt,320,2,58,2/10/2025,1.89,3,1,28
3793,6.9928E+17,Cozy 2BR Haus with gazebo & fire pit in Pilsen,126543638,Alec,Not Available,Lower West Side,41.85341,-87.66955,Entire home/apt,142,2,69,12/3/2024,2.27,4,215,21
3794,6.99415E+17,Lovely 2BR Apartment with Equipped Kitchen,459628553,Marty,Not Available,Rogers Park,42.00635,-87.66612,Entire home/apt,87,1,68,2/23/2025,2.25,7,141,31
3795,6.99833E+17,"6 Beds Single Family, Easy Park",23612069,Tj,Not Available,Near West Side,41.87953,-87.682,Entire home/apt,260,32,13,10/23/2023,0.52,16,180,0
3796,6.99893E+17,Chicago Gold Coast Grand Luxury Home Best Location,68285226,Tonya,Not Available,Near North Side,41.90292,-87.62801,Entire home/apt,15000,2,30,10/14/2024,0.97,2,342,9
3797,6.99925E+17,Entire House Chicago 4 BR 4 BATH Private / Rooftop,375994338,Chris,Not Available,Lower West Side,41.85764,-87.64465,Entire home/apt,0,3,0,Not Available,Not Available,1,1,0
3798,6.99928E+17,Sun Filled 3-story Lincoln Park Oasis w/parking,5082867,Laura,Not Available,Lincoln Park,41.92252,-87.64536,Entire home/apt,1903,2,11,9/1/2024,0.36,1,358,1
3799,6.99928E+17,Sentral 1BR Premium Apt in South Loop Chicago,391816535,Todd,Not Available,Loop,41.87149,-87.62457,Entire home/apt,354,1,104,2/13/2025,3.38,6,321,17
3800,7.00016E+17,Nice & cozy 1-bedroom condo in Irving Park Chicago,60828444,Wenceslas,Not Available,Irving Park,41.95583,-87.73072,Entire home/apt,84,7,5,2/23/2025,0.18,1,234,4
3801,7.00063E+17,McCormick 2B/2Ba for up to 8 guests w Skyline view,395498979,Milan,Not Available,Near South Side,41.8556,-87.6234,Entire home/apt,169,2,47,2/17/2025,1.54,69,344,26
3802,7.00071E+17,Luxury Fulton Market Penthouse Amazing City Views,464407683,Hubbard Holdings,Not Available,West Town,41.8903205,-87.6507402,Entire home/apt,655,2,100,2/16/2025,3.31,28,99,46
3803,7.00202E+17,Homey|Vintage|2BR Uptown,81985803,Jenny,Not Available,Uptown,41.966834,-87.668033,Entire home/apt,87,2,83,2/23/2025,2.78,2,0,35
3804,7.00219E+17,Cozy & Perfectly Located Apt,82149466,Mark,Not Available,Uptown,41.966834,-87.668033,Entire home/apt,101,2,82,3/2/2025,3.52,1,149,45
3805,7.00268E+17,Chateau Elegante Chicago near Downtwn United Centr,311257088,Dave,Not Available,Near West Side,41.8748123,-87.6898785,Entire home/apt,228,1,18,11/17/2024,0.62,3,363,8
3806,7.00757E+17,Peaceful Modern Full House in Trendy Bridgeport,88547320,Laura,Not Available,Bridgeport,41.83700612,-87.650678,Entire home/apt,117,1,190,3/10/2025,6.18,11,1,80
3807,7.00788E+17,Luxuriously bright 3-bedroom condo: The Treehouse,252439483,Feven,Not Available,West Town,41.90415,-87.68843,Entire home/apt,283,2,110,2/16/2025,3.75,2,1,46
3808,7.00938E+17,Cozy & Bright Townhome near O’hare -Self Check In-,165285023,Marko,Not Available,Montclare,41.93291,-87.7927,Entire home/apt,148,2,78,2/24/2025,2.54,1,0,29
3809,7.01009E+17,Stunning Private Oasis in N. Chicago w/ Parking,111062630,Kyriako,Not Available,West Ridge,41.99905,-87.70738,Entire home/apt,75,2,122,3/3/2025,3.97,23,156,42
3810,7.01061E+17,The West Loop Guest Suite,9959757,Jedidiah,Not Available,Near West Side,41.881,-87.6477,Entire home/apt,321,32,0,Not Available,Not Available,9,13,0
3811,7.0115E+17,"Blueground | S Loop, gym & pool, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8635073,-87.6237509,Entire home/apt,150,32,0,Not Available,Not Available,597,226,0
3812,7.01312E+17,McCormick Place 420 friendly 3BR w opt parking,243035563,Studebecker,Not Available,Near South Side,41.85461,-87.62779,Entire home/apt,211,2,56,2/24/2025,1.82,26,331,28
3813,7.01344E+17,McCormick Place 420 friendly 3BR/2BA/opt parking,243035563,Studebecker,Not Available,Near South Side,41.85592,-87.6257,Entire home/apt,267,2,58,2/9/2025,1.9,26,318,26
3814,7.01445E+17,"Great Chicago getaway, 2 bedrooms. Sleeps 4",79251611,Michael,Not Available,Irving Park,41.9468773,-87.7046759,Entire home/apt,162,2,43,12/1/2024,1.52,1,264,17
3815,7.01678E+17,New Condo In Chicago Town,476748763,Phong,Not Available,Mckinley Park,41.8371533,-87.6666234,Entire home/apt,160,1,86,11/17/2024,3.2,1,341,28
3816,7.01987E+17,"Blueground | W. Loop, gym & coworking, near uic",107434423,Blueground,Not Available,Near West Side,41.876299,-87.6537208,Entire home/apt,138,32,0,Not Available,Not Available,597,258,0
3817,7.01988E+17,"Blueground | W. Loop, gym & coworking, near uic",107434423,Blueground,Not Available,Near West Side,41.8763,-87.65372,Entire home/apt,226,32,0,Not Available,Not Available,597,345,0
3818,7.02292E+17,Old Town/Gold Coast Masterpiece (+private rooftop),212313279,Nicole And Matt,Not Available,Near North Side,41.91026,-87.63333,Entire home/apt,214,2,73,2/24/2025,2.37,18,47,23
3819,7.02544E+17,Wicker Park/Bucktown condo with outdoor patio,457600543,Lauren,Not Available,Logan Square,41.919033,-87.6808242,Entire home/apt,120,30,81,1/5/2025,2.76,2,330,23
3820,7.02821E+17,Spacious Logan Square Sanctuary,1262452,Ryan,Not Available,Logan Square,41.92275,-87.70917,Entire home/apt,0,3,42,2/22/2025,1.6,1,0,12
3821,7.02837E+17,"Relax & enjoy private house, green and quiet",238767044,Haim,Not Available,West Town,41.89611,-87.67524,Entire home/apt,195,2,66,12/15/2024,2.17,4,255,14
3822,7.03093E+17,Best Group/Family Amenities in Downtown|The Cooke,248760412,Cloud9,Not Available,Loop,41.8811582,-87.6316314,Entire home/apt,412,2,49,11/18/2024,1.91,93,328,19
3823,7.0377E+17,Wow! Movie-Worthy Apartment. See Why|The Kroc,248760412,Cloud9,Not Available,Loop,41.881158,-87.631631,Entire home/apt,443,2,32,2/10/2025,1.32,93,337,16
3824,7.03825E+17,"Spacious, Artsy 4 BR/2 BA Apartment with Gameroom",30497462,Gerard,Not Available,North Lawndale,41.85173,-87.7203,Entire home/apt,155,2,70,2/9/2025,2.32,1,60,27
3825,7.042E+17,Artists Andersonville Retreat,174404306,David,Not Available,Edgewater,41.97814,-87.67124,Entire home/apt,272,40,29,8/7/2023,0.96,1,89,0
3826,7.04266E+17,Bohemian Blessings,136980938,Rachel,Not Available,Irving Park,41.95662,-87.71485,Private room,57,1,21,12/1/2024,1.29,1,209,19
3827,7.04583E+17,Family-Friendly 2BD/2BA Prime Location (+parking),212313279,Nicole And Matt,Not Available,Near North Side,41.90831604,-87.63417289,Entire home/apt,237,2,88,3/6/2025,2.91,18,46,28
3828,7.04972E+17,"Beautiful, comfortable English House",477392244,Anna,Not Available,Dunning,41.9404298,-87.7817712,Entire home/apt,215,3,6,10/22/2023,0.31,2,315,0
3829,7.05073E+17,"Irving Park blue garden, Chicago’s north side",33245101,Rosa,Not Available,Irving Park,41.95314,-87.70595,Entire home/apt,115,32,4,2/8/2025,0.19,2,241,2
3830,7.05229E+17,"North beauty, with 5 bedrooms and a gameroom!",136825532,FreeStand Home Solutions,Not Available,Norwood Park,41.97666,-87.80252,Entire home/apt,0,32,0,Not Available,Not Available,9,180,0
3831,7.05239E+17,*New* Classy University Of Chicago Hidden GEM,77414650,Red Door,Not Available,Woodlawn,41.77486,-87.60753,Entire home/apt,294,32,4,2/27/2023,0.14,4,365,0
3832,7.05257E+17,4 Bedroom comfortable Home w/Gaming & Technology!,136825532,FreeStand Home Solutions,Not Available,Clearing,41.78072,-87.78093,Entire home/apt,483,32,0,Not Available,Not Available,9,180,0
3833,7.05698E+17,"Cozy queen-size bedroom, private and locked room.",430969124,Paz,Not Available,West Lawn,41.78333,-87.72434,Private room,66,32,2,12/15/2022,0.07,4,364,0
3834,7.05708E+17,Bright & Cozy 2BR Apt in Roscoe village,52165552,Spotlessly,Not Available,North Center,41.94151,-87.68348,Entire home/apt,106,2,63,11/18/2024,2.08,4,349,25
3835,7.05748E+17,Opulent Studio in Uptown - Walk to the Red Line!,191522990,Orel,Not Available,Uptown,41.9682,-87.65935,Entire home/apt,52,1,160,3/12/2025,5.35,16,331,65
3836,7.05782E+17,Elegant Uptown Studio near Red Line.,191522990,Orel,Not Available,Uptown,41.96892,-87.66105,Entire home/apt,52,1,161,3/8/2025,5.38,16,335,54
3837,7.05787E+17,Dapper Uptown Studio near the Lake,191522990,Orel,Not Available,Uptown,41.96656,-87.65936,Entire home/apt,0,1,147,3/11/2025,4.91,16,0,52
3838,7.0581E+17,Adorable 2 bedroom with free street parking,9360222,Olga,Not Available,North Lawndale,41.85481,-87.7057,Entire home/apt,161,1,9,8/1/2024,0.3,2,60,2
3839,7.05816E+17,Chicago Rental - Narragansett,476956265,Leslie,Not Available,Clearing,41.78115,-87.78082,Entire home/apt,483,32,0,Not Available,Not Available,4,180,0
3840,7.05826E+17,Chicago Rental - W 64th St,476956265,Leslie,Not Available,Clearing,41.77503,-87.77156,Entire home/apt,483,32,1,1/7/2023,0.04,4,0,0
3841,7.05859E+17,"7 beds (5 Bedroom) Home w/Garage, & GameRoom!",136825532,FreeStand Home Solutions,Not Available,Clearing,41.77603,-87.77378,Entire home/apt,483,32,0,Not Available,Not Available,9,180,0
3842,7.0592E+17,Stay in a Renovated Heritage Landmark|TheJones,248760412,Cloud9,Not Available,Loop,41.8811582,-87.6316314,Entire home/apt,442,2,41,2/28/2025,1.64,93,314,20
3843,7.06088E+17,Fulton House #3 (3bd/ 2ba),1821244,Brooke,Not Available,Near West Side,41.8820807,-87.6529663,Entire home/apt,383,32,3,8/17/2024,0.12,1,112,2
3844,7.06424E+17,Stylish Chicago Duplex Close to Parks & Dtwn,121719854,Evolve,Not Available,Mckinley Park,41.83386449,-87.68137136,Entire home/apt,120,2,17,10/21/2024,0.58,25,1,8
3845,7.06521E+17,The Wrigleyville Penthouse,29571441,Ashton,Not Available,Lake View,41.94473,-87.65602,Entire home/apt,241,2,66,3/8/2025,2.36,1,0,33
3846,7.06617E+17,RenovatedBuilding w/Top Amenities@Downtown|TheFord,248760412,Cloud9,Not Available,Loop,41.8811582,-87.6316314,Entire home/apt,438,2,46,12/27/2024,1.65,93,326,13
3847,7.06997E+17,"Blueground | Loop, pool & lounge, 1 block from L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,170,32,0,Not Available,Not Available,597,193,0
3848,7.0717E+17,Groovy 3BR/2BA Lincoln Park - Rooftop+King Suite!,266081133,Kelly,Not Available,Lincoln Park,41.93011,-87.64674,Entire home/apt,464,2,106,2/22/2025,3.82,1,221,45
3849,7.087E+17,Comfy Room/Desk/TV/Wash/Dryer/Wi-Fi/94 Walk Score,20895985,Cristina,Not Available,West Town,41.89437,-87.66289,Private room,54,2,50,1/3/2025,2.86,3,347,36
3850,7.09249E+17,"Blueground | Loop, roof & lounge, same block as L",107434423,Blueground,Not Available,Loop,41.8771094,-87.6338518,Entire home/apt,201,32,1,11/19/2022,0.04,597,217,0
3851,7.0925E+17,"Blueground | Loop, gym, pool & lounge, near L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,170,32,0,Not Available,Not Available,597,327,0
3852,7.09254E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.88501,-87.64403,Entire home/apt,171,32,0,Not Available,Not Available,597,164,0
3853,7.09621E+17,Clean 1 Bedroom Condo,32200299,Nate,Not Available,Woodlawn,41.78253536,-87.6131345,Entire home/apt,93,2,20,2/16/2025,1.46,5,328,19
3854,7.09997E+17,"Blueground | Medical District, gym, nr hospitals",107434423,Blueground,Not Available,Near West Side,41.8693843,-87.6660517,Entire home/apt,197,32,1,7/8/2023,0.05,597,236,0
3855,7.10783E+17,"Chicago Home w/ 4 bd, 3ba & garage spot",147246855,Kaitlynn,Not Available,Belmont Cragin,41.91919,-87.7451,Entire home/apt,275,2,44,10/13/2024,1.48,2,4,21
3856,7.1082E+17,Level Spacious One Bedroom Luxe Suite,188365982,Level,Not Available,Near North Side,41.9032387,-87.6348633,Entire home/apt,182,32,3,12/7/2024,0.19,24,265,1
3857,7.1083E+17,Level Luxe Studio with Unrivaled Amenities,188365982,Level,Not Available,Near North Side,41.903335,-87.634162,Entire home/apt,170,32,2,11/3/2024,0.12,24,354,1
3858,7.10833E+17,"Cozy, modern retreat in vibrant, trendy ‘hood",54420130,Ingrid,Not Available,West Town,41.89884,-87.69051,Entire home/apt,111,3,87,3/10/2025,2.97,1,287,38
3859,7.10837E+17,Level Old Town - Deluxe One Bedroom Suite,188365982,Level,Not Available,Near North Side,41.903335,-87.634162,Entire home/apt,182,32,0,Not Available,Not Available,24,354,0
3860,7.10843E+17,Level - Two Bedroom Suite with Full Kitchen,188365982,Level,Not Available,Near North Side,41.903335,-87.634162,Entire home/apt,287,32,3,1/12/2024,0.13,24,316,0
3861,7.10848E+17,Level Deluxe Two Bedroom Corner Suite,188365982,Level,Not Available,Near North Side,41.903335,-87.634162,Entire home/apt,287,32,0,Not Available,Not Available,24,351,0
3862,7.10992E+17,Lovely 2-bedroom in heart of Lincoln Square,270421564,Fabiana,Not Available,Lincoln Square,41.9775526,-87.6934405,Entire home/apt,211,2,1,10/9/2023,0.06,3,364,0
3863,7.11486E+17,"Lovely top floor 2BR/2BA, steps from everything!",379830684,Julia,Not Available,Avondale,41.93902072,-87.72160083,Entire home/apt,110,1,99,3/2/2025,4.09,1,1,51
3864,7.11542E+17,K1-Private bdroom 6min walk to Wrigley Field,478703929,Antonio,Not Available,Lake View,41.94579,-87.65938,Private room,33,2,91,3/2/2025,3.1,4,215,50
3865,7.11614E+17,"Quiet 4 bed, 2 bath, 10 mins to Lake Michigan",478720297,Dieu Linh,Not Available,Calumet Heights,41.72396,-87.57278,Entire home/apt,196,2,68,2/9/2025,2.25,1,260,25
3866,7.11763E+17,"Remodeled 1890 Chicago Greystone, 4bd 3.5ba & Gym",147444679,Aaron,Not Available,Near West Side,41.87582,-87.6815,Entire home/apt,255,1,37,1/12/2025,1.68,1,210,18
3867,7.11835E+17,McCormick 2B/2Ba for up to 8 guests w Skyline view,395498979,Milan,Not Available,Near South Side,41.85385,-87.62332,Entire home/apt,190,2,63,3/9/2025,2.09,69,333,30
3868,7.11841E+17,McCormick Place Studio/parking/sleeps up to 4,395498979,Milan,Not Available,Near South Side,41.85433,-87.62337,Entire home/apt,145,2,107,2/23/2025,3.53,69,1,45
3869,7.12064E+17,Elegant 1 Bedroom Condo in South Loop,418199449,Shashona,Not Available,Douglas,41.84117,-87.62184,Entire home/apt,0,180,4,5/24/2024,0.22,1,256,3
3870,7.1215E+17,Cozy Room/Fast Wi-fi/94 Walk Score/Desk/Wash/Dryr,20895985,Cristina,Not Available,West Town,41.89382,-87.6627,Private room,54,2,64,3/1/2025,2.24,3,335,40
3871,7.12258E+17,Gorgeous Home in Heart of Wicker Park,726812,Melesa,Not Available,West Town,41.90871,-87.68168,Entire home/apt,875,3,19,2/23/2025,0.89,2,135,13
3872,7.12322E+17,Kayode private en-suite near downtown &hydepark,223262080,Kayode,Not Available,Grand Boulevard,41.81786,-87.61329,Private room,104,32,1,12/1/2023,0.06,5,365,0
3873,7.12339E+17,Home Away from Home-Cozy 1-bedroom unit in Chicago,478848052,Walid,Not Available,Uptown,41.96215,-87.65365,Entire home/apt,313,32,0,Not Available,Not Available,1,0,0
3874,7.12443E+17,Lovely 2 Bed. 3 Miles from DT w/ Free Parking,431261724,AW Luxe,Not Available,Lower West Side,41.85875,-87.66625,Entire home/apt,69,1,47,2/25/2025,1.55,6,1,13
3875,7.12447E+17,McCormick Place Studio/parking/sleeps up to 4,395498979,Milan,Not Available,Near South Side,41.8555,-87.6249,Entire home/apt,142,2,75,2/23/2025,2.47,69,339,32
3876,7.12454E+17,"2BR&1Bath Lakeview/Lincolnpark/close
Wrigley(ASH1)",131630879,Olga,Not Available,Lake View,41.9330454,-87.6686985,Entire home/apt,113,32,4,2/2/2025,0.25,4,154,3
3877,7.12465E+17,Chic & Fully Furnished Urban Studio Apartment,478012407,Mason,Not Available,Lake View,41.93514,-87.65306,Entire home/apt,84,1,113,2/21/2025,3.73,7,141,45
3878,7.12591E+17,Your second home in Chicago,43950657,Georgeen,Not Available,South Deering,41.70935884,-87.56744922,Entire home/apt,268,2,5,9/1/2024,0.41,1,358,5
3879,7.13572E+17,Cozy Home - Northwest side of Chicago,414890881,Sarah,Not Available,Dunning,41.9481813,-87.798254,Entire home/apt,157,3,41,12/24/2024,1.68,1,281,21
3880,7.13941E+17,Gold Coast Dream: Sleek Studio/Perfect City Vibes”,450353959,Adidas,Not Available,Near North Side,41.8984229,-87.62528864,Entire home/apt,138,2,67,11/24/2024,2.74,1,270,27
3881,7.14511E+17,"The ARIA Highrise - Stunning City Views, Location",441260321,World Class,Not Available,Loop,41.89023008,-87.6171343,Entire home/apt,184,60,3,2/8/2024,0.1,7,2,0
3882,7.14558E+17,Charming 1BR Apartment close to Shops,459616862,Shaun,Not Available,North Center,41.95313,-87.67678,Entire home/apt,99,1,87,2/10/2025,2.92,6,158,35
3883,7.14671E+17,Spacious Row Home next to Transit w Garage,15105520,Tian,Not Available,East Garfield Park,41.8861939,-87.7051186,Entire home/apt,326,2,90,3/9/2025,3.06,5,110,32
3884,7.147E+17,1 BR in historic East Ukrainian Village Chicago,51373457,Paul,Not Available,West Town,41.9022,-87.67444,Entire home/apt,80,32,4,3/30/2024,0.19,1,57,1
3885,7.14789E+17,McCormick 2B/2Ba for up to 6 guests/private Patio,395498979,Milan,Not Available,Near South Side,41.85587,-87.6232,Entire home/apt,196,2,95,3/4/2025,3.14,69,336,38
3886,7.14911E+17,"Blueground | Lakeview, pool & gym, nr Lincoln Park",107434423,Blueground,Not Available,Lake View,41.945173,-87.641759,Entire home/apt,149,32,1,5/1/2024,0.09,597,328,1
3887,7.14912E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.8763,-87.65372,Entire home/apt,192,32,2,9/12/2024,0.08,597,33,1
3888,7.15007E+17,Lovely 2-Bedroom unit with free parking.,377274999,Anton,Not Available,Washington Heights,41.7270344,-87.6437414,Entire home/apt,110,32,0,Not Available,Not Available,1,365,0
3889,7.15053E+17,Urban Chicago Escape ~ 1 Mi to Local Beaches!,121719854,Evolve,Not Available,Rogers Park,42.01566821,-87.66578357,Entire home/apt,126,2,21,1/21/2025,0.72,25,329,6
3890,7.15151E+17,Affordable lakefront short stay,6452801,Idris,Not Available,South Chicago,41.75078,-87.55723,Private room,49,32,14,11/9/2023,0.47,3,364,0
3891,7.15341E+17,2BR Alluring Apartment with Laundry,459616862,Shaun,Not Available,Irving Park,41.95897,-87.7305,Entire home/apt,71,1,47,2/10/2025,1.59,6,0,24
3892,7.15429E+17,"BoHo House - A Chic, 1903 Chicago Workers Cottage",380519944,Adam,Not Available,Avondale,41.93745,-87.71629,Entire home/apt,228,2,133,3/9/2025,4.45,2,301,61
3893,7.15788E+17,"Blueground | S. Loop, gym & spa, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8670646,-87.6231114,Entire home/apt,159,32,0,Not Available,Not Available,597,257,0
3894,7.15981E+17,Indulging 2BR Apartment in Festive Boystown,478012407,Mason,Not Available,Lake View,41.94261,-87.64612,Entire home/apt,95,1,119,2/23/2025,4.08,7,136,53
3895,7.1606E+17,Logan Sq/Avondale Tranquil 1 Bed,227521369,Stephany,Not Available,Avondale,41.9369,-87.71073,Entire home/apt,0,3,10,10/14/2024,1.29,2,0,10
3896,7.16145E+17,McCormick 2B/2Ba w opt parking for up to 6 guests,395498979,Milan,Not Available,Near South Side,41.85541,-87.62537,Entire home/apt,0,2,51,2/16/2025,1.71,69,1,23
3897,7.16506E+17,Beautiful & Spacious Family Friendly Town House,2958689,Alice,Not Available,Lake View,41.9345,-87.66417,Entire home/apt,455,5,3,8/12/2024,0.15,1,131,2
3898,7.16538E+17,"Blueground | West Loop, w/d, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.885209,-87.6471114,Entire home/apt,198,32,0,Not Available,Not Available,597,343,0
3899,7.1654E+17,"Blueground | West Loop, w/d, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.885209,-87.6471114,Entire home/apt,231,32,0,Not Available,Not Available,597,236,0
3900,7.16541E+17,"Blueground | Lincoln Park, gym & roof, nr I-90",107434423,Blueground,Not Available,Lincoln Park,41.9194968,-87.6629995,Entire home/apt,265,32,2,6/1/2024,0.12,597,1,1
3901,7.16648E+17,"Spacious Northside Retreat near the Hospital""",270166444,Gb,Not Available,Lincoln Square,41.97865,-87.69407,Entire home/apt,147,32,22,7/22/2024,0.78,2,178,1
3902,7.16712E+17,Corporate Housing w/Workspace & Double Queen Beds,148451838,Goran,Not Available,Dunning,41.95167988,-87.79735202,Entire home/apt,130,32,0,Not Available,Not Available,1,284,0
3903,7.16715E+17,2-bedroom University of Chicago,462421565,Elliott,Not Available,Woodlawn,41.78321,-87.61045,Entire home/apt,257,32,3,6/3/2023,0.1,2,364,0
3904,7.16724E+17,Pet Friendly Beauty in Iconic Neighborhood!,233372668,Mario,Not Available,Logan Square,41.92083,-87.68783,Entire home/apt,118,1,88,3/7/2025,3.24,1,264,52
3905,7.16749E+17,Cozy Condo Blocks from Chicago's Lakefront Beach,260680152,Lilah,Not Available,South Shore,41.77278536,-87.57343529,Entire home/apt,0,32,19,12/3/2023,0.8,1,0,0
3906,7.16758E+17,Top-Floor 2000ft² PH w/ Best Skyline Views|TheIris,248760412,Cloud9,Not Available,West Town,41.8949969,-87.6537109,Entire home/apt,856,2,75,3/2/2025,2.76,93,329,38
3907,7.16798E+17,Chicago’s Best PH! Views Like No Other!|The Arc,248760412,Cloud9,Not Available,West Town,41.8949969,-87.6537109,Entire home/apt,602,2,51,3/2/2025,1.74,93,347,18
3908,7.17258E+17,Stylish Modern-Chic Apartment in Lincoln Square,88547320,Laura,Not Available,Lincoln Square,41.97563,-87.68725,Entire home/apt,113,1,130,3/7/2025,4.3,11,272,58
3909,7.17315E+17,"Blueground | Loop, gym, pool & lounge, near L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,170,32,0,Not Available,Not Available,597,348,0
