,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
637,18301586,Cozy private room near lake and transport.,110271788,Paula,Not Available,Uptown,41.96946,-87.65056,Private room,100,2,97,11/10/2024,1.04,2,191,13
638,18331520,Stylish Gold Coast One Bedroom,50073630,Timothy,Not Available,Near North Side,41.89548,-87.62756,Entire home/apt,149,30,18,2/27/2025,0.21,1,0,3
639,18345065,"Unwind in the Garden of an elegant, Modern Home",41767444,Marissa,Not Available,West Town,41.89311,-87.66026,Entire home/apt,162,2,335,2/9/2025,3.58,2,224,38
640,18387756,Chic Home! Walk to Nightlife-Comedy-Restaurants!,52879705,Jackie,Not Available,Lincoln Park,41.91584,-87.63554,Entire home/apt,77,2,298,2/23/2025,3.14,1,307,37
641,18409484,Sunny condo close to everything!,11301782,Brian,Not Available,Lake View,41.93497,-87.65267,Entire home/apt,223,7,63,12/2/2024,0.67,1,305,4
642,18431594,The Garden on Wayne,116285731,Erin,Not Available,Lake View,41.94794,-87.66246,Entire home/apt,130,2,286,2/23/2025,2.99,1,107,46
643,18432523,Luxury 4 bedroom steps from Wrigley,127757327,Brian,Not Available,Lake View,41.94661,-87.65398,Entire home/apt,571,2,152,1/26/2025,1.6,1,0,33
644,18473660,Charming 1 BDR  in great location,3843347,Andrea,Not Available,Near North Side,41.89616,-87.62681,Entire home/apt,139,32,24,1/8/2025,0.26,3,21,4
645,18509024,Chicago Bungalow near Wrigley Field w/ King Suite,5403537,Dustin,Not Available,Avondale,41.93293,-87.69184,Entire home/apt,269,2,244,11/10/2024,2.56,1,0,20
646,18549762,"Cozy Loft, 1 Parking, Gym, Sleeps 4!",24052127,Teddy,Not Available,Near West Side,41.87275,-87.68981,Entire home/apt,147,2,2,11/24/2024,0.49,1,304,2
647,18601472,Large 3BD/2.5 BA by Lakefront - Long stays welcome,69093482,Kathryn,Not Available,Uptown,41.97124833,-87.65161582,Entire home/apt,250,3,114,2/17/2025,1.26,2,299,25
648,18638839,⭐️Walk + Transit Score 90+⭐️Pvt Bathroom⭐️3rd Fl⭐️,51277433,Kanan,Not Available,Near North Side,41.90107,-87.63298,Private room,148,2,190,1/2/2025,2.06,4,328,22
649,18687892,Renovated 3br Duplex In Logan Square W/parking,96064608,Matt,Not Available,Logan Square,41.925489,-87.711754,Entire home/apt,122,2,270,2/24/2025,2.84,2,283,42
650,18722151,House 3BED/2BATH/1PARKING close to Downtown & Lake,129809208,Junni,Not Available,West Ridge,41.99226,-87.67851,Entire home/apt,406,3,132,5/11/2024,1.39,5,325,1
651,18755550,"Clean, spacious, walk to Wrigley! Self check-in!",56104711,Amy,Not Available,Lake View,41.93475,-87.65903,Entire home/apt,165,2,176,2/17/2025,1.9,1,240,33
652,18822176,Charming Cozy Master Bedroom for Travel Lover,76133827,Anny,Not Available,West Town,41.89569,-87.66399,Private room,80,1,112,12/1/2024,1.19,7,321,14
653,18854028,Charming 2BR on Quiet Street Close to the Action,131335007,Matthew,Not Available,Lake View,41.93371,-87.65727,Entire home/apt,0,2,209,10/27/2024,2.22,1,8,20
654,18856449,"Entire Place - Free Parking, Train Station, O'Hare",131366873,Robert,Not Available,Jefferson Park,41.97098,-87.76496,Entire home/apt,117,2,137,2/7/2025,1.48,2,131,13
655,18871593,Cozy Peach room,104526288,Myrtle,Not Available,North Park,41.9909,-87.71391,Private room,61,2,69,2/15/2025,0.73,2,364,9
656,18876938,Designer loft in the heart of River West,19578992,Laura,Not Available,West Town,41.89399,-87.65381,Entire home/apt,372,32,40,10/12/2024,0.42,3,245,3
657,18907645,U of C Hospital/Campus apartment,12728248,Judy,Not Available,Hyde Park,41.79509,-87.60205,Private room,55,32,8,6/5/2023,0.09,3,93,0
658,18918084,Lakeview Penthouse-Vic/Wrigley/DePaul w/pkg,11645672,Kelly,Not Available,Lake View,41.9379,-87.65337,Entire home/apt,151,2,203,1/1/2025,2.15,1,6,14
659,18926227,University of Chicago Campus Room,12728248,Judy,Not Available,Hyde Park,41.7958,-87.60128,Private room,0,32,9,8/25/2024,0.1,3,32,3
660,18941958,Spacious apartment in Budlong Woods/Lincoln Square,122342855,April,Not Available,Lincoln Square,41.97933,-87.68853,Entire home/apt,0,32,65,8/6/2024,0.69,1,0,10
661,18978187,"Chic, Modern Lincoln Square Condo with Open Layout",9124299,Eric,Not Available,Lincoln Square,41.975171,-87.691407,Entire home/apt,87,3,277,3/9/2025,3.38,1,352,41
662,19000293,Cozy Fresh Bedroom for Travel Lover,76133827,Anny,Not Available,West Town,41.89755,-87.66415,Private room,73,2,125,11/17/2024,1.32,7,353,15
663,19018717,Cozy apartment in quiet residential area,92534777,Ria,Not Available,Bridgeport,41.83495,-87.65556,Entire home/apt,127,2,312,10/27/2024,3.3,2,144,12
664,19018922,The Midway Flat,132698758,Gloria,Not Available,Archer Heights,41.804,-87.71924,Private room,0,32,17,9/15/2019,0.18,1,0,0
665,19044554,Living Room by the Lake,5103368,Makeda,Not Available,Rogers Park,42.01576,-87.66916,Private room,40,32,60,9/14/2023,0.64,1,89,0
666,19088115,Curated Art Apartment in Ukrainian Village,26201109,Simida,Not Available,West Town,41.89971,-87.67871,Entire home/apt,204,32,52,8/12/2023,0.59,2,39,0
667,19123858,Great Location Studio II,14241347,Ensavi,Not Available,Near North Side,41.90021,-87.63034,Entire home/apt,78,1,546,3/6/2025,5.78,6,1,68
668,19124180,Great Location Studio III,14241347,Ensavi,Not Available,Near North Side,41.90003,-87.63132,Entire home/apt,72,1,593,3/3/2025,6.28,6,227,69
669,19136596,Bridgeport Garden Apartment,133758803,Juan,Not Available,Bridgeport,41.83216,-87.64779,Entire home/apt,96,2,192,10/14/2024,2.05,1,88,25
670,19144279,"+Safe Area-Friendly Dog-Laundry-42"" TV-Mini Fridge",132851466,Joey,Not Available,Norwood Park,41.99284,-87.7842,Private room,61,2,58,3/11/2025,0.62,3,265,5
671,19158517,Redesigned Lower Level Studio in Historic Building,54727125,Matthew,Not Available,Lincoln Park,41.91222,-87.64127,Entire home/apt,148,100,344,1/2/2025,3.92,1,175,53
672,19208339,"Cozy, 2 BR, Garden Unit Crash Pad near Wicker Park",73228641,Martha,Not Available,West Town,41.91298676,-87.68995667,Entire home/apt,136,1,144,2/24/2025,1.69,1,327,44
673,19242274,Beautiful Lincoln Park/ De Paul Complimentary Parking Permit,134707455,Hyun,Not Available,Lincoln Park,41.91676509,-87.64924414,Entire home/apt,193,3,264,3/9/2025,2.81,1,97,42
674,19263774,1 Room 1 bath E Rogers Park nr Evanston Lake & NU,1599090,Evelyn,Not Available,Rogers Park,42.02029,-87.66602,Private room,66,3,67,10/30/2024,0.72,2,312,8
675,19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,Not Available,West Town,41.90251,-87.66529,Entire home/apt,429,3,59,12/31/2024,0.63,1,1,20
676,19414085,"Stunning Spacious Flat ONLY STEPS to Wrigley, Bars",209564,Amitabh,Not Available,Lake View,41.94451,-87.65361,Entire home/apt,171,32,169,7/16/2023,1.8,6,0,0
677,19424810,Stunning Retro Apartment in Andersonville,136186496,James Joseph,Not Available,Edgewater,41.98397,-87.67148,Entire home/apt,154,1,536,2/27/2025,5.73,1,153,61
678,19432136,The University of Chicago Hospital/Campus Room,12728248,Judy,Not Available,Hyde Park,41.7911,-87.5937,Private room,102,32,5,5/5/2024,0.06,3,90,1
679,19454398,Bridgeport Home,96350945,Patrick,Not Available,Bridgeport,41.84507,-87.64503,Entire home/apt,196,2,102,11/6/2024,1.09,1,0,13
680,19474637,"Artists Loft Living (Huge, Spacious Loft Apt)",136641917,Patrese,Not Available,Grand Boulevard,41.80893,-87.61578,Entire home/apt,106,32,7,11/19/2017,0.08,1,87,0
681,19483555,Private room on tree lined street in Lakeview,136739384,Suzanne,Not Available,Lake View,41.9476,-87.65317,Private room,60,32,30,10/17/2024,0.32,2,188,4
682,19506501,A cozy newly remodeled 1 bedroom,39111123,Devon,Not Available,South Shore,41.77146,-87.57061,Entire home/apt,45,32,83,12/28/2022,0.89,1,44,0
683,19551521,Logan Square Portrait Room,5228189,Matthew,Not Available,Logan Square,41.92231,-87.71673,Entire home/apt,104,2,64,1/4/2025,0.68,18,169,14
684,19554215,McCormick Convention - Condo Vacation Rentals,118125798,Jermaill,Not Available,Grand Boulevard,41.8172,-87.60829,Private room,90,1,78,10/14/2024,0.83,1,250,10
685,19574382,"Historic Old Town, Fabulous 4 Bedroom Home",33004,At Home Inn,Not Available,Lincoln Park,41.91361,-87.63841,Entire home/apt,135,32,166,1/26/2025,1.8,6,320,34
686,19586298,The Grotto of Logan Square,28354664,Benjamin,Not Available,Logan Square,41.92998,-87.69981,Entire home/apt,103,2,415,2/2/2025,4.43,1,114,48
687,19658989,ITALIAN garden apt/kids friendly/great location!!,125840045,Viviana,Not Available,Irving Park,41.9552,-87.73908,Entire home/apt,78,1,328,12/1/2024,3.54,1,218,35
688,19662106,Abby's 2720 2F,36128270,Juanita,Not Available,North Lawndale,41.85872,-87.69298,Private room,39,27,277,10/19/2024,2.97,4,365,11
689,19672865,301 Chicago Andersonville Nice area Free wifi,127235673,Alex,Not Available,Edgewater,41.98532,-87.67212,Private room,43,32,67,7/14/2024,0.72,5,360,1
690,19728643,Soaring Dramatic Wrigley Loft w/ PRIVATE ROOFTOP,209564,Amitabh,Not Available,Lake View,41.94558,-87.65598,Entire home/apt,374,2,175,3/9/2025,1.88,6,87,17
691,19730133,Lincoln Park/DePaul Garden Suite/Street parking,139094281,Lynne,Not Available,Lincoln Park,41.91503,-87.65525,Private room,94,1,232,2/23/2025,2.49,3,43,25
692,19739402,Bright & Spacious Penthouse in West Town,6868651,Jason,Not Available,West Town,41.90234,-87.68647,Private room,57,365,16,10/11/2017,0.17,1,2,0
693,19747110,"Cozy Home Living, Dogs, Kids, Free Parking, 420 OK",122444924,Jamie,Not Available,Portage Park,41.95592,-87.77595,Entire home/apt,114,2,155,3/11/2025,1.81,1,196,37
694,19759186,NEW Beautiful & Spacious Home Outdoor Yard & Pool,29420835,Be,Not Available,Mckinley Park,41.82497,-87.67365,Entire home/apt,0,32,120,8/6/2023,1.31,1,89,0
695,19799074,South Loop Luxury Lofts,139765116,Jose,Not Available,Bridgeport,41.84078,-87.6612,Private room,60,2,21,12/28/2024,0.23,7,161,10
696,19802859,Cozy Room in Uki Village close to Wicker Park,20073392,Frankie,Not Available,West Town,41.90041,-87.68499,Private room,0,2,26,11/17/2024,0.28,2,0,7
697,19840767,Exclusive modern room on tree lined st in Lakeview,136739384,Suzanne,Not Available,Lake View,41.94943,-87.65302,Private room,60,32,20,10/31/2024,0.25,2,197,2
698,19856765,Urban Chic Apartment by the Magnificent Mile,10209853,Tatiana & Roupen,Not Available,Near North Side,41.89230728,-87.62322998,Entire home/apt,220,2,242,3/1/2025,2.61,2,152,32
699,19891950,Cozy and Private Andersonville Retro Studio,62457364,Kate,Not Available,Edgewater,41.97655,-87.67058,Entire home/apt,115,1,354,3/3/2025,3.8,1,117,41
700,19914093,"Peoria: Priv. 2BR apt, 6 mi. South Downtwn Chgo",134446004,Ibi,Not Available,Englewood,41.76507,-87.64601,Entire home/apt,0,32,287,8/12/2023,3.19,4,362,0
701,19944137,Pro Cleaned & Isolated West Loop Coach House,140919483,Mimi & Paul,Not Available,Near West Side,41.882056,-87.659944,Entire home/apt,91,3,425,2/23/2025,4.57,1,333,59
702,19947376,Spacious Vintage 3 BR in Chicago's NorthCenter!,141373153,Lin,Not Available,North Center,41.95626,-87.67739,Entire home/apt,116,2,192,2/22/2025,2.09,1,0,30
703,19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,Not Available,Uptown,41.96504,-87.65423,Entire home/apt,0,2,192,3/2/2025,2.07,1,254,27
704,19964263,Sophia’s Room/Lincoln Park Bedroom/Bathroom,147093889,Sophia,Not Available,Lincoln Park,41.91637,-87.65543,Private room,0,1,131,12/4/2023,1.41,1,0,0
705,19969586,Amazing 2 bedroom apartment on prime location,141601907,Emil,Not Available,Jefferson Park,41.97027,-87.76887,Entire home/apt,99,2,168,2/16/2025,1.81,1,194,36
706,19984762,Caroline’s room/Private Room/Lincoln Park,139094281,Lynne,Not Available,Lincoln Park,41.91489,-87.65328,Private room,75,1,201,2/17/2025,2.17,3,33,22
707,19998637,Daniel’s Room/Private Bedroom/ Lincoln Park,139094281,Lynne,Not Available,Lincoln Park,41.91666,-87.65338,Private room,78,1,215,2/23/2025,2.32,3,40,22
708,20026411,Bright Bucktown 3 Bedroom Near the 606,70926675,Bob,Not Available,Logan Square,41.916535,-87.673068,Entire home/apt,85,2,233,3/2/2025,2.52,1,0,26
709,20036818,Convenient and Comfortable Logan Square Apt.,137501409,Giovannie,Not Available,Avondale,41.93238,-87.72055,Entire home/apt,84,1,226,1/4/2025,2.44,2,81,17
710,20053035,Modern Chicago Loft with a Complimentary Garage Spot,117498144,Orel,Not Available,Irving Park,41.94364,-87.72912,Entire home/apt,60,32,672,6/16/2024,7.28,5,344,1
711,20148895,Townhouse with Beautiful River View,11162257,Lisa,Not Available,Logan Square,41.93361,-87.68508,Entire home/apt,204,365,0,Not Available,Not Available,1,365,0
712,20176345,South Loop Luxury Lofts,139765116,Jose,Not Available,Bridgeport,41.84117,-87.65916,Entire home/apt,170,2,50,10/17/2021,0.54,7,1,0
713,20181953,Spacious & Elegant Old Town Duplex,42982894,Robert,Not Available,Near North Side,41.90751,-87.63763,Entire home/apt,229,2,84,3/10/2025,0.92,1,314,22
714,20208487,Lovely UofC  Prof mansion great on campus location,143937691,Caryl,Not Available,Hyde Park,41.79526,-87.59644,Private room,216,1,109,3/3/2025,1.18,6,274,8
715,20227969,Historic campus home UofC Prof owned top location,143937691,Caryl,Not Available,Hyde Park,41.79346,-87.59767,Private room,236,2,100,2/23/2025,1.08,6,266,22
716,20230637,"Top location, sunny UofC Prof on campus home",143937691,Caryl,Not Available,Hyde Park,41.7942,-87.59702,Private room,184,2,123,2/6/2025,1.35,6,196,26
717,20235190,302 Sweet Sensation room Andersonville Free wifi,127235673,Alex,Not Available,Edgewater,41.98532,-87.67212,Private room,95,32,50,1/13/2022,0.54,5,357,0
718,20293109,South Loop Condo on Michigan Ave,3919236,Isaac,Not Available,Near South Side,41.86207,-87.62547,Entire home/apt,119,30,69,2/16/2020,0.75,1,0,0
719,20294580,Pilsen Apartment for 4 people,47035703,Edwin,Not Available,Lower West Side,41.85527,-87.67665,Entire home/apt,105,32,147,12/2/2024,1.62,3,272,4
720,20319676,"★2BR WICKER PARK★ Near groceries, train, nightlife",50234199,Ann,Not Available,West Town,41.90717,-87.66837,Entire home/apt,104,1,370,2/16/2025,4.04,1,95,45
721,20352994,2nd fl clean spacious ntflix 2bdr No pets no party,129049667,Carmen,Not Available,South Lawndale,41.8438,-87.72759,Entire home/apt,91,32,142,5/6/2023,1.56,1,179,0
722,20360882,Historic campus house owned by U of C Prof,143937691,Caryl,Not Available,Hyde Park,41.79486,-87.59768,Private room,175,1,61,10/27/2024,0.67,6,280,11
723,20361494,"Edgewater, private, charming coach house 1 (of 2) Licensed by the City of Chicago 2209375",40281169,Kate,Not Available,Edgewater,41.98546,-87.65906,Entire home/apt,126,1,135,3/3/2025,1.53,2,169,19
724,20378811,"*HEART of Wrigley 3 Bdrms*, 5min Walk to CTA Train",1597671,Naomi And JJ,Not Available,Lake View,41.9456,-87.65285,Entire home/apt,289,2,114,3/2/2025,1.24,2,0,28
725,20379610,OHC Gorgeous Huge Studio Apt Steps to Blue Line,5228189,Matthew,Not Available,West Town,41.89484,-87.65493,Entire home/apt,144,2,349,2/23/2025,3.83,18,326,36
726,20381591,Beautiful Two Bedroom!,54646953,Ben,Not Available,Lake View,41.93741,-87.65639,Entire home/apt,106,2,334,2/4/2025,3.69,1,127,42
727,20406582,Cozy Apartment with Free On-Site Parking,8480922,Samuel,Not Available,Albany Park,41.96796,-87.70787,Entire home/apt,110,2,491,2/17/2025,5.42,2,105,56
728,20419957,Entire garden level in Wicker Park Mansion,3573488,Kristina,Not Available,West Town,41.91002,-87.67337,Entire home/apt,174,32,10,6/14/2018,0.11,1,100,0
729,20425593,Midcentury Modern Lakeview 2 Bedroom Apartment,5164564,Michelle,Not Available,Lake View,41.93476,-87.6504,Entire home/apt,314,2,155,11/17/2024,1.7,1,0,21
730,20427016,Humboldt Park House (no parties),38481821,William,Not Available,Humboldt Park,41.90927,-87.71204,Entire home/apt,0,2,235,10/16/2023,2.61,2,0,0
731,20438390,The Lodge Chicago,109145304,Shelby + Bob,Not Available,Rogers Park,42.00062,-87.66953,Entire home/apt,141,2,153,2/23/2025,1.67,1,61,29
732,20454673,"ChicagoTreasure, Art Gallery w/Parking",47720848,Donald,Not Available,Lower West Side,41.85682,-87.66666,Private room,70,1,202,1/1/2025,2.21,2,147,43
733,20458572,United Center /Entire House /Garage-Walk to Train,25715675,Joyce,Not Available,Near West Side,41.87757,-87.67584,Entire home/apt,115,3,481,3/3/2025,5.25,9,90,59
734,20497895,Spacious basement-level apt near Wrigley Field/CTA,146333051,Lloyd,Not Available,Lake View,41.95227,-87.66934,Private room,65,2,371,2/20/2025,4.05,1,40,38
735,20498813,Andersonville Cozy 1 bedroom basement suite,146342995,Sue,Not Available,Edgewater,41.98025,-87.67236,Entire home/apt,109,2,283,2/23/2025,3.19,1,174,44
736,20524028,2 Bedroom Apartment by O'Hare/CTA/I90 Free Parking,64513360,Paul,Not Available,Norwood Park,41.97479,-87.79015,Entire home/apt,96,1,369,3/8/2025,4.83,1,0,49
737,20539979,Hidden Gem in South Loop,146661355,John,Not Available,Near South Side,41.86373,-87.62595,Entire home/apt,70,1,6,11/9/2024,1.16,1,2,6
738,20543019,Explore Hip Logan Square from a Modern Apartment,2069798,Afsha,Not Available,Logan Square,41.915187,-87.711741,Entire home/apt,187,2,259,2/16/2025,2.82,5,35,27
739,20586078,Sunny Logan Square Artists' home,15856079,Kyle,Not Available,Logan Square,41.92169,-87.72111,Entire home/apt,96,1,392,3/9/2025,4.28,1,217,58
740,20601137,Historic Coach House Cottage,147218562,Rosemary,Not Available,Grand Boulevard,41.8126,-87.61295,Entire home/apt,108,2,244,11/5/2024,2.67,2,341,21
741,20647880,Inviting 2 Bedroom Apartment in Roscoe Village,147654278,Lara,Not Available,North Center,41.94552,-87.68531,Entire home/apt,125,3,141,3/8/2025,1.66,1,34,15
742,20649033,Private Lincoln Square one bed+bath studio apt.,7420910,Janet,Not Available,Lincoln Square,41.96998,-87.6818,Entire home/apt,126,2,351,2/23/2025,3.96,1,94,63
743,20650575,2 Floor - 4 BR- 4Baths Condo Near downtown Chicago,76133827,Anny,Not Available,West Town,41.89752,-87.66363,Entire home/apt,623,1,61,6/2/2024,0.74,7,318,1
744,20679988,Amadeus Stay - Hip Central 3bdrm Apt +Free Parking,11742953,Michelle,Not Available,North Center,41.95371,-87.67784,Entire home/apt,268,2,181,12/27/2024,2.08,1,118,21
745,20689785,"Historic campus U of C Prof. mansion, top location",143937691,Caryl,Not Available,Hyde Park,41.79327,-87.59678,Private room,175,2,82,3/5/2025,0.92,6,282,19
746,20712959,Family Friendly 3BR Duplex in Roscoe Village,72758399,John,Not Available,North Center,41.93533,-87.67542,Entire home/apt,146,3,259,2/23/2025,2.84,1,1,30
747,20756430,"Pet-friendly, entire 3 BR in Hot Logan Square!",45239294,Cherie,Not Available,West Town,41.91237,-87.69812,Entire home/apt,99,32,34,4/21/2022,0.37,3,179,0
748,20757313,WrigleyVilla - 1/2 Block From Wrigley Field!,127574066,Kit & Jo,Not Available,Lake View,41.94912,-87.65688,Entire home/apt,521,2,92,1/5/2025,1.01,1,75,13
749,20759671,Designer Smart Wicker Park Home,148697512,Christopher,Not Available,West Town,41.90551,-87.68164,Entire home/apt,491,1,68,2/24/2025,0.74,1,72,17
750,20796999,"Lovely, bright, 3-bedroom Avondale flat. Private.",149092372,Abel And Flor,Not Available,Avondale,41.93812,-87.72454,Entire home/apt,0,32,377,10/9/2024,4.12,1,0,40
751,20818822,4BDRM Gorgeous Apt Pilsen Private Prking Available,149317569,Tony,Not Available,Lower West Side,41.853252,-87.682693,Entire home/apt,163,2,275,12/8/2024,3.28,2,307,30
